center,left,right,steering,throttle,reverse,speed
dataset-1/IMG/center_2016_12_01_13_32_42_245.jpg,dataset-1/IMG/left_2016_12_01_13_32_42_245.jpg,dataset-1/IMG/right_2016_12_01_13_32_42_245.jpg,0.0,0.0,0.0,0.5570646
dataset-1/IMG/center_2016_12_01_13_32_42_346.jpg,dataset-1/IMG/left_2016_12_01_13_32_42_346.jpg,dataset-1/IMG/right_2016_12_01_13_32_42_346.jpg,0.0,0.0,0.0,0.5514876
dataset-1/IMG/center_2016_12_01_13_32_42_446.jpg,dataset-1/IMG/left_2016_12_01_13_32_42_446.jpg,dataset-1/IMG/right_2016_12_01_13_32_42_446.jpg,0.0,0.0,0.0,0.5459665
dataset-1/IMG/center_2016_12_01_13_32_42_548.jpg,dataset-1/IMG/left_2016_12_01_13_32_42_548.jpg,dataset-1/IMG/right_2016_12_01_13_32_42_548.jpg,0.0,0.0,0.0,0.5394107
dataset-1/IMG/center_2016_12_01_13_32_42_648.jpg,dataset-1/IMG/left_2016_12_01_13_32_42_648.jpg,dataset-1/IMG/right_2016_12_01_13_32_42_648.jpg,0.0,0.0,0.0,0.5340073000000001
dataset-1/IMG/center_2016_12_01_13_32_42_749.jpg,dataset-1/IMG/left_2016_12_01_13_32_42_749.jpg,dataset-1/IMG/right_2016_12_01_13_32_42_749.jpg,0.0,0.0,0.0,0.5285226
dataset-1/IMG/center_2016_12_01_13_32_42_851.jpg,dataset-1/IMG/left_2016_12_01_13_32_42_851.jpg,dataset-1/IMG/right_2016_12_01_13_32_42_851.jpg,0.0,0.0,0.0,0.5231478
dataset-1/IMG/center_2016_12_01_13_32_42_952.jpg,dataset-1/IMG/left_2016_12_01_13_32_42_952.jpg,dataset-1/IMG/right_2016_12_01_13_32_42_952.jpg,0.0,0.0,0.0,0.5179049
dataset-1/IMG/center_2016_12_01_13_32_43_053.jpg,dataset-1/IMG/left_2016_12_01_13_32_43_053.jpg,dataset-1/IMG/right_2016_12_01_13_32_43_053.jpg,0.0,0.0,0.0,0.5127146
dataset-1/IMG/center_2016_12_01_13_32_43_154.jpg,dataset-1/IMG/left_2016_12_01_13_32_43_154.jpg,dataset-1/IMG/right_2016_12_01_13_32_43_154.jpg,0.0,0.0,0.0,0.5075763
dataset-1/IMG/center_2016_12_01_13_32_43_256.jpg,dataset-1/IMG/left_2016_12_01_13_32_43_256.jpg,dataset-1/IMG/right_2016_12_01_13_32_43_256.jpg,0.0,0.0,0.0,0.5024896
dataset-1/IMG/center_2016_12_01_13_32_43_357.jpg,dataset-1/IMG/left_2016_12_01_13_32_43_357.jpg,dataset-1/IMG/right_2016_12_01_13_32_43_357.jpg,0.0,0.7357779999999999,0.0,0.9536688
dataset-1/IMG/center_2016_12_01_13_32_43_457.jpg,dataset-1/IMG/left_2016_12_01_13_32_43_457.jpg,dataset-1/IMG/right_2016_12_01_13_32_43_457.jpg,0.061759900000000006,0.9855325999999999,0.0,2.124567
dataset-1/IMG/center_2016_12_01_13_32_43_558.jpg,dataset-1/IMG/left_2016_12_01_13_32_43_558.jpg,dataset-1/IMG/right_2016_12_01_13_32_43_558.jpg,0.05219137,0.9855325999999999,0.0,3.286475
dataset-1/IMG/center_2016_12_01_13_32_43_659.jpg,dataset-1/IMG/left_2016_12_01_13_32_43_659.jpg,dataset-1/IMG/right_2016_12_01_13_32_43_659.jpg,0.05219137,0.9855325999999999,0.0,4.440864
dataset-1/IMG/center_2016_12_01_13_32_43_761.jpg,dataset-1/IMG/left_2016_12_01_13_32_43_761.jpg,dataset-1/IMG/right_2016_12_01_13_32_43_761.jpg,0.3679529,0.9855325999999999,0.0,5.5657239999999994
dataset-1/IMG/center_2016_12_01_13_32_43_862.jpg,dataset-1/IMG/left_2016_12_01_13_32_43_862.jpg,dataset-1/IMG/right_2016_12_01_13_32_43_862.jpg,0.5784606,0.9855325999999999,0.0,6.6269350000000005
dataset-1/IMG/center_2016_12_01_13_32_43_963.jpg,dataset-1/IMG/left_2016_12_01_13_32_43_963.jpg,dataset-1/IMG/right_2016_12_01_13_32_43_963.jpg,0.5784606,0.9855325999999999,0.0,7.730138
dataset-1/IMG/center_2016_12_01_13_32_44_064.jpg,dataset-1/IMG/left_2016_12_01_13_32_44_064.jpg,dataset-1/IMG/right_2016_12_01_13_32_44_064.jpg,0.1670138,0.9855325999999999,0.0,8.83677
dataset-1/IMG/center_2016_12_01_13_32_44_165.jpg,dataset-1/IMG/left_2016_12_01_13_32_44_165.jpg,dataset-1/IMG/right_2016_12_01_13_32_44_165.jpg,0.0,0.9855325999999999,0.0,9.903404
dataset-1/IMG/center_2016_12_01_13_32_44_266.jpg,dataset-1/IMG/left_2016_12_01_13_32_44_266.jpg,dataset-1/IMG/right_2016_12_01_13_32_44_266.jpg,0.0,0.9855325999999999,0.0,10.99288
dataset-1/IMG/center_2016_12_01_13_32_44_368.jpg,dataset-1/IMG/left_2016_12_01_13_32_44_368.jpg,dataset-1/IMG/right_2016_12_01_13_32_44_368.jpg,0.0,0.9855325999999999,0.0,12.316180000000001
dataset-1/IMG/center_2016_12_01_13_32_44_468.jpg,dataset-1/IMG/left_2016_12_01_13_32_44_468.jpg,dataset-1/IMG/right_2016_12_01_13_32_44_468.jpg,0.0,0.9855325999999999,0.0,13.35268
dataset-1/IMG/center_2016_12_01_13_32_44_569.jpg,dataset-1/IMG/left_2016_12_01_13_32_44_569.jpg,dataset-1/IMG/right_2016_12_01_13_32_44_569.jpg,0.0,0.9855325999999999,0.0,14.417620000000001
dataset-1/IMG/center_2016_12_01_13_32_44_671.jpg,dataset-1/IMG/left_2016_12_01_13_32_44_671.jpg,dataset-1/IMG/right_2016_12_01_13_32_44_671.jpg,0.0,0.9855325999999999,0.0,15.42111
dataset-1/IMG/center_2016_12_01_13_32_44_772.jpg,dataset-1/IMG/left_2016_12_01_13_32_44_772.jpg,dataset-1/IMG/right_2016_12_01_13_32_44_772.jpg,0.0,0.9855325999999999,0.0,16.51585
dataset-1/IMG/center_2016_12_01_13_32_44_873.jpg,dataset-1/IMG/left_2016_12_01_13_32_44_873.jpg,dataset-1/IMG/right_2016_12_01_13_32_44_873.jpg,0.0,0.9855325999999999,0.0,17.50468
dataset-1/IMG/center_2016_12_01_13_32_44_974.jpg,dataset-1/IMG/left_2016_12_01_13_32_44_974.jpg,dataset-1/IMG/right_2016_12_01_13_32_44_974.jpg,0.0,0.9855325999999999,0.0,18.54293
dataset-1/IMG/center_2016_12_01_13_32_45_074.jpg,dataset-1/IMG/left_2016_12_01_13_32_45_074.jpg,dataset-1/IMG/right_2016_12_01_13_32_45_074.jpg,0.0,0.9855325999999999,0.0,19.54433
dataset-1/IMG/center_2016_12_01_13_32_45_174.jpg,dataset-1/IMG/left_2016_12_01_13_32_45_174.jpg,dataset-1/IMG/right_2016_12_01_13_32_45_174.jpg,0.0,0.9855325999999999,0.0,20.54383
dataset-1/IMG/center_2016_12_01_13_32_45_275.jpg,dataset-1/IMG/left_2016_12_01_13_32_45_275.jpg,dataset-1/IMG/right_2016_12_01_13_32_45_275.jpg,0.08089697,0.9855325999999999,0.0,21.52514
dataset-1/IMG/center_2016_12_01_13_32_45_377.jpg,dataset-1/IMG/left_2016_12_01_13_32_45_377.jpg,dataset-1/IMG/right_2016_12_01_13_32_45_377.jpg,0.09046549999999999,0.9855325999999999,0.0,22.49719
dataset-1/IMG/center_2016_12_01_13_32_45_477.jpg,dataset-1/IMG/left_2016_12_01_13_32_45_477.jpg,dataset-1/IMG/right_2016_12_01_13_32_45_477.jpg,0.09046549999999999,0.9855325999999999,0.0,23.45835
dataset-1/IMG/center_2016_12_01_13_32_45_578.jpg,dataset-1/IMG/left_2016_12_01_13_32_45_578.jpg,dataset-1/IMG/right_2016_12_01_13_32_45_578.jpg,0.15744520000000004,0.9855325999999999,0.0,24.409689999999998
dataset-1/IMG/center_2016_12_01_13_32_45_679.jpg,dataset-1/IMG/left_2016_12_01_13_32_45_679.jpg,dataset-1/IMG/right_2016_12_01_13_32_45_679.jpg,0.1765823,0.9855325999999999,0.0,25.34023
dataset-1/IMG/center_2016_12_01_13_32_45_780.jpg,dataset-1/IMG/left_2016_12_01_13_32_45_780.jpg,dataset-1/IMG/right_2016_12_01_13_32_45_780.jpg,0.1765823,0.9855325999999999,0.0,26.26871
dataset-1/IMG/center_2016_12_01_13_32_45_881.jpg,dataset-1/IMG/left_2016_12_01_13_32_45_881.jpg,dataset-1/IMG/right_2016_12_01_13_32_45_881.jpg,0.0,0.9855325999999999,0.0,27.19565
dataset-1/IMG/center_2016_12_01_13_32_45_982.jpg,dataset-1/IMG/left_2016_12_01_13_32_45_982.jpg,dataset-1/IMG/right_2016_12_01_13_32_45_982.jpg,0.0,0.9855325999999999,0.0,28.11004
dataset-1/IMG/center_2016_12_01_13_32_46_084.jpg,dataset-1/IMG/left_2016_12_01_13_32_46_084.jpg,dataset-1/IMG/right_2016_12_01_13_32_46_084.jpg,0.0,0.9855325999999999,0.0,29.01799
dataset-1/IMG/center_2016_12_01_13_32_46_185.jpg,dataset-1/IMG/left_2016_12_01_13_32_46_185.jpg,dataset-1/IMG/right_2016_12_01_13_32_46_185.jpg,-0.0787459,0.9855325999999999,0.0,29.910090000000004
dataset-1/IMG/center_2016_12_01_13_32_46_285.jpg,dataset-1/IMG/left_2016_12_01_13_32_46_285.jpg,dataset-1/IMG/right_2016_12_01_13_32_46_285.jpg,-0.0787459,0.9855325999999999,0.0,30.18595
dataset-1/IMG/center_2016_12_01_13_32_46_385.jpg,dataset-1/IMG/left_2016_12_01_13_32_46_385.jpg,dataset-1/IMG/right_2016_12_01_13_32_46_385.jpg,-0.0787459,0.9855325999999999,0.0,30.18617
dataset-1/IMG/center_2016_12_01_13_32_46_486.jpg,dataset-1/IMG/left_2016_12_01_13_32_46_486.jpg,dataset-1/IMG/right_2016_12_01_13_32_46_486.jpg,-0.0787459,0.9855325999999999,0.0,30.186329999999998
dataset-1/IMG/center_2016_12_01_13_32_46_587.jpg,dataset-1/IMG/left_2016_12_01_13_32_46_587.jpg,dataset-1/IMG/right_2016_12_01_13_32_46_587.jpg,0.0,0.9855325999999999,0.0,30.186420000000002
dataset-1/IMG/center_2016_12_01_13_32_46_689.jpg,dataset-1/IMG/left_2016_12_01_13_32_46_689.jpg,dataset-1/IMG/right_2016_12_01_13_32_46_689.jpg,0.0,0.9855325999999999,0.0,30.186590000000002
dataset-1/IMG/center_2016_12_01_13_32_46_789.jpg,dataset-1/IMG/left_2016_12_01_13_32_46_789.jpg,dataset-1/IMG/right_2016_12_01_13_32_46_789.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
dataset-1/IMG/center_2016_12_01_13_32_46_890.jpg,dataset-1/IMG/left_2016_12_01_13_32_46_890.jpg,dataset-1/IMG/right_2016_12_01_13_32_46_890.jpg,0.0,0.9855325999999999,0.0,30.18665
dataset-1/IMG/center_2016_12_01_13_32_46_991.jpg,dataset-1/IMG/left_2016_12_01_13_32_46_991.jpg,dataset-1/IMG/right_2016_12_01_13_32_46_991.jpg,0.05219137,0.9855325999999999,0.0,30.18593
dataset-1/IMG/center_2016_12_01_13_32_47_091.jpg,dataset-1/IMG/left_2016_12_01_13_32_47_091.jpg,dataset-1/IMG/right_2016_12_01_13_32_47_091.jpg,0.05219137,0.9855325999999999,0.0,30.186290000000003
dataset-1/IMG/center_2016_12_01_13_32_47_192.jpg,dataset-1/IMG/left_2016_12_01_13_32_47_192.jpg,dataset-1/IMG/right_2016_12_01_13_32_47_192.jpg,0.09046549999999999,0.9855325999999999,0.0,30.087259999999997
dataset-1/IMG/center_2016_12_01_13_32_47_293.jpg,dataset-1/IMG/left_2016_12_01_13_32_47_293.jpg,dataset-1/IMG/right_2016_12_01_13_32_47_293.jpg,0.38709,0.9855325999999999,0.0,30.185859999999998
dataset-1/IMG/center_2016_12_01_13_32_47_394.jpg,dataset-1/IMG/left_2016_12_01_13_32_47_394.jpg,dataset-1/IMG/right_2016_12_01_13_32_47_394.jpg,0.3583844,0.9855325999999999,0.0,30.0653
dataset-1/IMG/center_2016_12_01_13_32_47_495.jpg,dataset-1/IMG/left_2016_12_01_13_32_47_495.jpg,dataset-1/IMG/right_2016_12_01_13_32_47_495.jpg,0.05219137,0.9855325999999999,0.0,30.204859999999996
dataset-1/IMG/center_2016_12_01_13_32_47_595.jpg,dataset-1/IMG/left_2016_12_01_13_32_47_595.jpg,dataset-1/IMG/right_2016_12_01_13_32_47_595.jpg,0.0,0.9855325999999999,0.0,30.18726
dataset-1/IMG/center_2016_12_01_13_32_47_695.jpg,dataset-1/IMG/left_2016_12_01_13_32_47_695.jpg,dataset-1/IMG/right_2016_12_01_13_32_47_695.jpg,0.0,0.9855325999999999,0.0,30.187009999999997
dataset-1/IMG/center_2016_12_01_13_32_47_797.jpg,dataset-1/IMG/left_2016_12_01_13_32_47_797.jpg,dataset-1/IMG/right_2016_12_01_13_32_47_797.jpg,0.0,0.9855325999999999,0.0,30.18703
dataset-1/IMG/center_2016_12_01_13_32_47_897.jpg,dataset-1/IMG/left_2016_12_01_13_32_47_897.jpg,dataset-1/IMG/right_2016_12_01_13_32_47_897.jpg,0.0,0.9855325999999999,0.0,30.1871
dataset-1/IMG/center_2016_12_01_13_32_47_998.jpg,dataset-1/IMG/left_2016_12_01_13_32_47_998.jpg,dataset-1/IMG/right_2016_12_01_13_32_47_998.jpg,0.0,0.9855325999999999,0.0,30.187109999999997
dataset-1/IMG/center_2016_12_01_13_32_48_098.jpg,dataset-1/IMG/left_2016_12_01_13_32_48_098.jpg,dataset-1/IMG/right_2016_12_01_13_32_48_098.jpg,-0.03127411,0.9855325999999999,0.0,30.1869
dataset-1/IMG/center_2016_12_01_13_32_48_200.jpg,dataset-1/IMG/left_2016_12_01_13_32_48_200.jpg,dataset-1/IMG/right_2016_12_01_13_32_48_200.jpg,-0.05975719,0.9855325999999999,0.0,30.1865
dataset-1/IMG/center_2016_12_01_13_32_48_302.jpg,dataset-1/IMG/left_2016_12_01_13_32_48_302.jpg,dataset-1/IMG/right_2016_12_01_13_32_48_302.jpg,-0.05975719,0.9855325999999999,0.0,30.186759999999996
dataset-1/IMG/center_2016_12_01_13_32_48_402.jpg,dataset-1/IMG/left_2016_12_01_13_32_48_402.jpg,dataset-1/IMG/right_2016_12_01_13_32_48_402.jpg,-0.05975719,0.9855325999999999,0.0,30.186870000000003
dataset-1/IMG/center_2016_12_01_13_32_48_503.jpg,dataset-1/IMG/left_2016_12_01_13_32_48_503.jpg,dataset-1/IMG/right_2016_12_01_13_32_48_503.jpg,-0.05975719,0.9855325999999999,0.0,30.18692
dataset-1/IMG/center_2016_12_01_13_32_48_604.jpg,dataset-1/IMG/left_2016_12_01_13_32_48_604.jpg,dataset-1/IMG/right_2016_12_01_13_32_48_604.jpg,-0.05975719,0.9855325999999999,0.0,30.186940000000003
dataset-1/IMG/center_2016_12_01_13_32_48_705.jpg,dataset-1/IMG/left_2016_12_01_13_32_48_705.jpg,dataset-1/IMG/right_2016_12_01_13_32_48_705.jpg,-0.05975719,0.9855325999999999,0.0,30.18695
dataset-1/IMG/center_2016_12_01_13_32_48_805.jpg,dataset-1/IMG/left_2016_12_01_13_32_48_805.jpg,dataset-1/IMG/right_2016_12_01_13_32_48_805.jpg,-0.05975719,0.9855325999999999,0.0,30.18692
dataset-1/IMG/center_2016_12_01_13_32_48_906.jpg,dataset-1/IMG/left_2016_12_01_13_32_48_906.jpg,dataset-1/IMG/right_2016_12_01_13_32_48_906.jpg,-0.05975719,0.9855325999999999,0.0,30.18688
dataset-1/IMG/center_2016_12_01_13_32_49_008.jpg,dataset-1/IMG/left_2016_12_01_13_32_49_008.jpg,dataset-1/IMG/right_2016_12_01_13_32_49_008.jpg,-0.05975719,0.9855325999999999,0.0,30.186890000000002
dataset-1/IMG/center_2016_12_01_13_32_49_109.jpg,dataset-1/IMG/left_2016_12_01_13_32_49_109.jpg,dataset-1/IMG/right_2016_12_01_13_32_49_109.jpg,-0.05975719,0.9855325999999999,0.0,30.18686
dataset-1/IMG/center_2016_12_01_13_32_49_210.jpg,dataset-1/IMG/left_2016_12_01_13_32_49_210.jpg,dataset-1/IMG/right_2016_12_01_13_32_49_210.jpg,-0.04076847,0.9855325999999999,0.0,30.18702
dataset-1/IMG/center_2016_12_01_13_32_49_311.jpg,dataset-1/IMG/left_2016_12_01_13_32_49_311.jpg,dataset-1/IMG/right_2016_12_01_13_32_49_311.jpg,0.0,0.9855325999999999,0.0,30.18685
dataset-1/IMG/center_2016_12_01_13_32_49_413.jpg,dataset-1/IMG/left_2016_12_01_13_32_49_413.jpg,dataset-1/IMG/right_2016_12_01_13_32_49_413.jpg,0.0,0.9855325999999999,0.0,30.18692
dataset-1/IMG/center_2016_12_01_13_32_49_514.jpg,dataset-1/IMG/left_2016_12_01_13_32_49_514.jpg,dataset-1/IMG/right_2016_12_01_13_32_49_514.jpg,0.01391724,0.9855325999999999,0.0,30.18683
dataset-1/IMG/center_2016_12_01_13_32_49_615.jpg,dataset-1/IMG/left_2016_12_01_13_32_49_615.jpg,dataset-1/IMG/right_2016_12_01_13_32_49_615.jpg,0.01391724,0.9855325999999999,0.0,30.186870000000003
dataset-1/IMG/center_2016_12_01_13_32_49_715.jpg,dataset-1/IMG/left_2016_12_01_13_32_49_715.jpg,dataset-1/IMG/right_2016_12_01_13_32_49_715.jpg,0.01391724,0.9855325999999999,0.0,30.1869
dataset-1/IMG/center_2016_12_01_13_32_49_817.jpg,dataset-1/IMG/left_2016_12_01_13_32_49_817.jpg,dataset-1/IMG/right_2016_12_01_13_32_49_817.jpg,0.0,0.9855325999999999,0.0,30.186890000000002
dataset-1/IMG/center_2016_12_01_13_32_49_919.jpg,dataset-1/IMG/left_2016_12_01_13_32_49_919.jpg,dataset-1/IMG/right_2016_12_01_13_32_49_919.jpg,0.0,0.9855325999999999,0.0,30.18693
dataset-1/IMG/center_2016_12_01_13_32_50_019.jpg,dataset-1/IMG/left_2016_12_01_13_32_50_019.jpg,dataset-1/IMG/right_2016_12_01_13_32_50_019.jpg,0.0,0.9855325999999999,0.0,30.18692
dataset-1/IMG/center_2016_12_01_13_32_50_121.jpg,dataset-1/IMG/left_2016_12_01_13_32_50_121.jpg,dataset-1/IMG/right_2016_12_01_13_32_50_121.jpg,0.0,0.9855325999999999,0.0,30.18692
dataset-1/IMG/center_2016_12_01_13_32_50_222.jpg,dataset-1/IMG/left_2016_12_01_13_32_50_222.jpg,dataset-1/IMG/right_2016_12_01_13_32_50_222.jpg,0.0,0.9855325999999999,0.0,30.18693
dataset-1/IMG/center_2016_12_01_13_32_50_323.jpg,dataset-1/IMG/left_2016_12_01_13_32_50_323.jpg,dataset-1/IMG/right_2016_12_01_13_32_50_323.jpg,0.0,0.9855325999999999,0.0,30.186909999999997
dataset-1/IMG/center_2016_12_01_13_32_50_424.jpg,dataset-1/IMG/left_2016_12_01_13_32_50_424.jpg,dataset-1/IMG/right_2016_12_01_13_32_50_424.jpg,0.0,0.9855325999999999,0.0,30.186909999999997
dataset-1/IMG/center_2016_12_01_13_32_50_524.jpg,dataset-1/IMG/left_2016_12_01_13_32_50_524.jpg,dataset-1/IMG/right_2016_12_01_13_32_50_524.jpg,0.0,0.9855325999999999,0.0,30.186890000000002
